uid,text,type,type,readability,Analytic,adj,Affect
152,"""The Hard Rock Hotel Chicago was a great choice for my recent trip to the city. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would definitely stay here again.""",chatGPT,chatGPT,68.366923,79.34,13.46,11.54
153,"""I had a fantastic stay at the Hard Rock Hotel Chicago. The room was spacious and well-appointed, and the staff was incredibly friendly and accommodating. The location was perfect for exploring the city, and I loved the rock and roll theme throughout the hotel. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,55.980568,75.62,7.41,9.26
154,"""The Hard Rock Hotel Chicago was an excellent choice for my recent trip. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would definitely stay here again.""",chatGPT,chatGPT,64.911454,68.5,14.29,12.24
155,"""I had an amazing stay at the Hard Rock Hotel Chicago. The room was beautiful and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,58.399167,70.56,9.43,11.32
156,"""The Hard Rock Hotel Chicago was a great choice for my recent trip. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and I loved the rock and roll theme throughout the hotel. I would definitely stay here again.""",chatGPT,chatGPT,68.366923,64.84,9.62,11.54
157,"""I had a great experience at the Hard Rock Hotel Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,59.303231,74.95,11.54,11.54
158,"""The Hard Rock Hotel Chicago was an outstanding choice for my recent trip. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and I loved the rock and roll theme throughout the hotel. I would definitely stay here again.""",chatGPT,chatGPT,69.993846,64.84,9.62,11.54
159,"""I had a fantastic stay at the Hard Rock Hotel Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,56.211397,78.84,12,12
160,"""The Chicago was a fantastic choice for my recent stay. The room was spacious, clean and well-appointed, the staff was friendly and always willing to help. The location is perfect, close to many restaurants, shops and attractions. I really enjoyed the rock and roll theme throughout the hotel. I would definitely recommend the Hard Rock Hotel Chicago to anyone visiting the city.""
",chatGPT,chatGPT,61.103143,84.4,12.9,11.29
161,"""I recently stayed at the Homewood Suites by Hilton Chicago Downtown and it was an excellent experience. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect, right in the heart of the city, close to all the best attractions. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,50.631293,84,10.34,10.34
162,"""I had a fantastic stay at the Homewood Suites by Hilton Chicago Downtown. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect, close to many restaurants, shops and attractions. I would definitely stay here again.""",chatGPT,chatGPT,63.001818,51.97,15.91,11.36
163,"""The Homewood Suites by Hilton Chicago Downtown exceeded my expectations. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and I loved the amenities offered like the free breakfast and evening reception. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,41.553571,75.94,7.27,14.55
164,"""I had an amazing stay at the Homewood Suites by Hilton Chicago Downtown. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would definitely stay here again.""",chatGPT,chatGPT,66.164338,69.58,7.84,9.8
165,"""I recently stayed at the Homewood Suites by Hilton Chicago Downtown and was extremely impressed with my experience. The staff was incredibly friendly and accommodating and the room was clean and comfortable. The location was perfect, with many great restaurants and attractions nearby. I would definitely recommend this hotel to others.""",chatGPT,chatGPT,42.940809,46.7,15.69,13.73
166,"""The Homewood Suites by Hilton Chicago Downtown was the perfect choice for my recent business trip. The hotel offered great amenities, such as a fitness center and business center, and the room was spacious and well-appointed. The staff was also very helpful and friendly. I would definitely stay here again. """,chatGPT,chatGPT,62.846691,51.7,6,10
167,"""I had a great stay at Homewood Suites by Hilton Chicago Downtown. The room was very clean and well-maintained. The hotel staff was very friendly and accommodating. The location was perfect, with easy access to public transport. I would definitely recommend this hotel to my friends and family.""",chatGPT,chatGPT,62.218612,62.1,10.42,10.42
168,"""I had a fantastic stay at the Homewood Suites by Hilton Chicago Downtown. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,54.514552,83.25,9.62,11.54
169,"""The Homewood Suites by Hilton Chicago Downtown was a great choice for my recent stay. The room was spacious, clean and well-appointed, the staff was friendly and always willing to help. The location is perfect, close to many restaurants, shops and attractions. I would definitely recommend the Homewood Suites by Hilton Chicago Downtown to anyone visiting the city.""",chatGPT,chatGPT,57.077309,89.52,12.07,10.34
170,"""I had an excellent experience at Homewood Suites by Hilton Chicago Downtown. The room was large and comfortable with all the amenities I needed. The staff was very friendly and helpful. The location was great, with many attractions and restaurants nearby. I would definitely stay here again.""",chatGPT,chatGPT,55.094,61.33,14.89,10.64
171,"""I recently stayed at Homewood Suites by Hilton Chicago Downtown for a weekend getaway and was very pleased with my experience. The room was clean and comfortable with all the necessary amenities. The staff was friendly and helpful. The location was perfect, with easy access to public transport and many nearby restaurants and shops. I would definitely recommend this hotel to others.""",chatGPT,chatGPT,50.974806,77.83,14.52,11.29
172,"""I had an excellent stay at the Homewood Suites by Hilton Chicago Downtown. The room was comfortable and well-appointed and the staff was incredibly friendly and accommodating. The location was perfect, right in the heart of the city, and the free breakfast and evening reception were a nice touch. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,50.61,80.78,10.17,11.86
173,"""I had a fantastic stay at the Homewood Suites by Hilton Chicago Downtown. The room was spacious, clean and well-appointed, and the staff was incredibly friendly and helpful. The location was great, close to many restaurants, shops and attractions. I would definitely stay here again.""",chatGPT,chatGPT,62.745109,53.05,13.33,11.11
174,"""The Homewood Suites by Hilton Chicago Downtown exceeded my expectations. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and the free breakfast and evening reception were a nice touch. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,45.865833,70.56,9.43,13.21
175,"""I had a great experience at the Homewood Suites by Hilton Chicago Downtown. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,57.51875,79.79,9.26,11.11
176,"""The Homewood Suites by Hilton Chicago Downtown was a great choice for my recent trip to the city. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would definitely stay here again.""",chatGPT,chatGPT,66.2325,83.52,11.11,11.11
177,"""I had a fantastic stay at the Homewood Suites by Hilton Chicago Downtown. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and the free breakfast and evening reception were a nice touch. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,53.639286,76.24,10.71,14.29
178,"""The Homewood Suites by Hilton Chicago Downtown was an excellent choice for my recent stay. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would definitely stay here again.""",chatGPT,chatGPT,62.846691,74.58,11.76,11.76
179,"""I had a great time at the Homewood Suites by Hilton Chicago Downtown. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,58.171429,75.94,9.09,10.91
180,"""The Homewood Suites by Hilton Chicago Downtown was a perfect choice for my recent stay. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect, close to many restaurants, shops and attractions. I would definitely stay here again.""",chatGPT,chatGPT,64.584239,54.07,15.22,10.87
181,"""I had an amazing stay at the Hyatt Regency Chicago. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect, right in the heart of the city, and the amenities offered like the fitness center and indoor pool were great. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,50.631293,80.59,6.9,13.79
182,"""I recently stayed at the Hyatt Regency Chicago and it was an excellent experience. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect, close to many restaurants, shops and attractions. I would definitely stay here again.""",chatGPT,chatGPT,54.41625,33.38,15.56,11.11
183,"""The Hyatt Regency Chicago exceeded my expectations. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and the amenities offered like the fitness center and indoor pool were great. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,40.148514,70.09,7.69,13.46
184,"""I had a fantastic stay at the Hyatt Regency Chicago. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect, right in the heart of the city, and the amenities offered like the fitness center and indoor pool were great. I would definitely stay here again.""",chatGPT,chatGPT,59.965833,75.62,9.26,12.96
185,"""The Hyatt Regency Chicago was a great choice for my recent trip to the city. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would definitely stay here again.""",chatGPT,chatGPT,67.823162,79.1,11.76,9.8
186,"""I had a great experience at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,55.351538,74.58,9.8,11.76
187,"""The Hyatt Regency Chicago was an outstanding choice for my recent trip to the city. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and the amenities offered like the fitness center and indoor pool were great. I would definitely stay here again.""",chatGPT,chatGPT,59.682143,76.24,8.93,12.5
188,"""I had a fantastic stay at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,52.0195,78.57,10.2,12.24
189,"""The Hyatt Regency Chicago was a great choice for my recent stay. The room was spacious, clean and well-appointed, the staff was friendly and always willing to help. The location is perfect, close to many restaurants, shops and attractions. The fitness center and indoor pool were great addition. I would definitely recommend the Hyatt Regency Chicago to anyone visiting the city.""",chatGPT,chatGPT,55.068355,81.13,13.11,11.48
190,"""I had a great time at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,56.110778,70.09,9.62,11.54
191,"""The Hyatt Regency Chicago was a perfect choice for my recent stay. The room was clean and modern, and the staff was incredibly friendly and helpful. The location was perfect, close to many restaurants, shops and attractions. The fitness center and indoor pool were a nice touch. I would definitely stay here again.""",chatGPT,chatGPT,66.78166,54.43,15.09,11.32
192,"""I had an excellent stay at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful location was perfect, right in the heart of the city and close to many attractions. The amenities offered like the fitness center and indoor pool were great, and the views from the room were stunning. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,51.295357,84.99,11.59,13.04
193,"""I had a fantastic stay at the Hyatt Regency Chicago. The room was spacious, clean and well-appointed, and the staff was incredibly friendly and helpful. The location was great, close to many restaurants, shops and attractions. I really enjoyed the fitness center and indoor pool. I would definitely stay here again.""",chatGPT,chatGPT,61.244385,40.88,11.76,11.76
194,"""The Hyatt Regency Chicago exceeded my expectations. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was perfect for exploring the city, and the amenities offered like the fitness center and indoor pool were great. The views from the room were breathtaking. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,46.605,80.78,8.47,13.56
195,"""I had a great experience at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. The fitness center and indoor pool were a nice touch. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,60.526419,77.59,9.84,11.48
196,"""The Hyatt Regency Chicago was a great choice for my recent trip to the city. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. The fitness center and indoor pool were great amenities. I would definitely stay here again.""",chatGPT,chatGPT,63.525,77.34,11.67,11.67
197,"""I had a fantastic stay at the Hyatt Regency Chicago. The room was spacious and comfortable, and the staff was incredibly friendly and helpful. The location was perfect, right in the heart of the city, and the amenities offered like the fitness center and indoor pool were great. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,53.548534,84,8.62,13.79
198,"""The Hyatt Regency Chicago was an excellent choice for my recent stay. The room was comfortable and clean, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best attractions in the city. The fitness center and indoor pool were a nice touch. I would definitely stay here again.""",chatGPT,chatGPT,65.243759,72.63,12.07,12.07
199,"""I had a great time at the Hyatt Regency Chicago. The room was comfortable and well-appointed, and the staff was incredibly friendly and helpful. The location was also great, with easy access to all the best sights and sounds of the city. The fitness center and indoor pool were great amenities. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,56.432871,69.49,9.84,11.48
200,"""I recently stayed at the Hyatt Regency Chicago and had an absolutely fantastic experience. The hotel staff were incredibly friendly and attentive, always going above and beyond to make my stay as comfortable as possible. The room was spacious and well-appointed, with all the amenities I needed. The location was perfect, with easy access to all the city's top attractions. I would highly recommend this hotel to anyone visiting Chicago. The view from the room was stunning and the bed was very comfortable. The fitness center and pool were also great added bonuses. I will definitely be staying here again in the future.""",chatGPT,chatGPT,49.657308,67.21,9.71,8.74
201,"""The InterContinental Chicago exceeded my expectations in every way. The room was spacious and clean, with a beautiful view of the city. The staff were incredibly friendly and helpful, always going above and beyond to make my stay as comfortable as possible. I highly recommend this hotel.""",chatGPT,chatGPT,45.50875,86.31,10.64,12.77
202,"""I had a fantastic stay at the InterContinental Chicago. The location is perfect, right in the heart of the city and close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. I couldn't have asked for a better experience.""",chatGPT,chatGPT,61.458393,92.12,14.58,8.33
203,"""I recently stayed at the InterContinental Chicago for a business trip and was thoroughly impressed. The rooms were comfortable and well-equipped, and the service was top-notch. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,52.70875,27.51,6.67,6.67
204,"""My husband and I had a wonderful time at the InterContinental Chicago. The hotel is beautiful, with a great view of the city. The room was comfortable and clean, and the staff were very friendly and accommodating. We would definitely come back to this hotel.""",chatGPT,chatGPT,60.05625,71.95,13.33,13.33
205,"""The InterContinental Chicago is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was spacious and clean, and the bed was extremely comfortable. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,41.793846,61.17,10.26,17.95
206,"""I had an excellent experience at the InterContinental Chicago. The hotel is located in a great location, close to all the main attractions. The room was beautiful, clean and well-appointed, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,50.65625,71.44,15.91,13.64
207,"""I recently stayed at the InterContinental Chicago and it exceeded all of my expectations. The room was spacious and beautifully decorated, with stunning views of the city. The staff were incredibly friendly and helpful, always going above and beyond to make my stay as comfortable as possible. The location was also great, with easy access to all of the city's top attractions. I would highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,44.169,79.79,8.33,9.72
208,"""The InterContinental Chicago is a truly luxurious hotel. The facilities are top-notch, with a beautiful fitness center, a fantastic on-site restaurant, and a relaxing spa. The room was extremely comfortable, with comfortable beds and high-end linens. The staff were also exceptional, always willing to help with any request. The hotel's location is also convenient, being close to shopping, dining, and entertainment. I will definitely be returning to this hotel for my next visit to Chicago.""",chatGPT,chatGPT,40.709231,77.34,10.67,10.67
209,"""I recently stayed at the InterContinental Chicago and it was a great experience. The hotel is located in a perfect spot, close to all the main attractions. The room was spacious and clean, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,59.066848,72.44,15.22,10.87
210,"""I had a wonderful experience at the InterContinental Chicago. The hotel is located in a great spot, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,54.267936,70.9,16.28,13.95
211,"""I recently stayed at the InterContinental Chicago and it was a fantastic experience. The hotel is in an excellent location, close to all the main sights. The room was spacious, clean and well-appointed, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,54.50875,72.44,15.22,10.87
212,"""I had a great stay at the InterContinental Chicago. The hotel is located in a prime spot, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,64.105145,70.9,16.28,11.63
213,"""I had an amazing stay at the InterContinental Chicago. The room was luxurious and well-appointed, with a stunning view of the city. The staff were incredibly friendly and helpful, always going above and beyond to make my stay as comfortable as possible. I highly recommend this hotel.""",chatGPT,chatGPT,50.13,86.31,8.51,12.77
214,"""The InterContinental Chicago exceeded my expectations in every way. The location is perfect, right in the heart of the city and close to all the main attractions. The room was comfortable and clean, and the staff were attentive and friendly. I couldn't have asked for a better experience.""",chatGPT,chatGPT,55.4175,92.12,16.67,10.42
215,"""I recently stayed at the InterContinental Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,27.133333,55.01,6.38,12.77
216,"""The InterContinental Chicago is a top-notch hotel in every way. The room was spacious, clean and well-appointed, and the staff were incredibly friendly and helpful. The location is also perfect, right in the heart of the city, with easy access to all the main attractions. I highly recommend this hotel.""",chatGPT,chatGPT,58.605385,92.03,8,10
217,"""I had a fantastic stay at the InterContinental Chicago. The hotel is in a prime location, close to all the main attractions. The room was spacious, clean and comfortable, and the staff were incredibly friendly and helpful. I would definitely recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,47.30875,77.99,14.89,12.77
218,"""The InterContinental Chicago is a wonderful hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,40.27065,62.1,15,20
219,"""I recently stayed at the InterContinental Chicago and it was an amazing experience. The hotel is located in a great spot, close to all the main attractions. The room was spacious, clean and well-appointed, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,55.4175,72.91,12.77,10.64
220,"""I had a fantastic stay at the InterContinental Chicago. The hotel is located in a prime spot, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,60.170262,70.9,16.28,11.63
221,"""The James Hotel Chicago exceeded all my expectations. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel.""",chatGPT,chatGPT,52.865,80.96,10,17.5
222,"""I recently stayed at the James Hotel Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was spacious, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,59.529044,51.7,18,12
223,"""The James Hotel Chicago is an exceptional hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,50.90875,34.72,10.87,15.22
224,"""I had a great stay at the James Hotel Chicago. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay an enjoyable one. I would definitely recommend this hotel.""",chatGPT,chatGPT,63.50875,72.44,19.57,15.22
225,"""The James Hotel Chicago is a top-notch hotel in every way. The room was spacious, clean, and well-appointed, and the staff were incredibly friendly and helpful. The location is also perfect, right in the heart of the city, with easy access to all the main attractions. I highly recommend this hotel.""",chatGPT,chatGPT,65.688137,91.99,7.84,9.8
226,"""I recently stayed at the James Hotel Chicago for a business trip and it was a great experience. The room was comfortable and well-equipped, and the staff were friendly and attentive. The location is also perfect, close to all the main attractions and business centers. I would definitely recommend this hotel.""",chatGPT,chatGPT,60.232308,58.5,13.73,9.8
227,"""I had a fantastic stay at the James Hotel Chicago. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay an enjoyable one. I would definitely stay here again.""",chatGPT,chatGPT,63.50875,66.69,19.57,13.04
228,"""The James Hotel Chicago is a great hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were friendly and attentive. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely recommend this hotel.""",chatGPT,chatGPT,55.388587,46.31,15.56,15.56
229,"""I recently stayed at the James Hotel Chicago and it was an amazing experience. The location is perfect, close to all the main attractions, and the room was spacious, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,59.529044,51.7,16,12
230,"""I had a wonderful stay at the James Hotel Chicago. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay an enjoyable one. I would definitely stay here again.""",chatGPT,chatGPT,63.50875,66.69,19.57,13.04
231,"""The James Hotel Chicago is a fantastic hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were friendly and attentive. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely recommend this hotel.""",chatGPT,chatGPT,51.710326,46.31,15.56,15.56
232,"""I recently stayed at the James Hotel Chicago and it was a great experience. The location is perfect, close to all the main attractions, and the room was spacious, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,62.846691,51.7,18,12
233,"""I recently stayed at the James Hotel Chicago and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel.""",chatGPT,chatGPT,53.549457,77.67,8.7,17.39
234,"""The James Hotel Chicago exceeded all my expectations. The location is perfect, close to all the main attractions and the room was spacious, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,58.17625,51.97,18.18,11.36
235,"""I had a wonderful stay at the James Hotel Chicago. The room was luxurious and well-appointed, with a stunning view of the city. The staff were incredibly friendly and helpful, always going above and beyond to make my stay as comfortable as possible. I highly recommend this hotel.""",chatGPT,chatGPT,58.005332,86.38,10.42,12.5
236,"""The James Hotel Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,56.30875,27.51,8.89,11.11
237,"""I recently stayed at the James Hotel Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,35.495,55.95,6.25,12.5
238,"""The James Hotel Chicago is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. I would recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,49.610714,62.96,12.2,19.51
239,"""I recently stayed at the James Hotel Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was spacious, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,59.529044,51.7,18,12
240,"""I had a great stay at the James Hotel Chicago. The hotel is located in a prime spot, close to all the main attractions. The room was comfortable, clean and well-appointed, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,70.10163,71.95,15.56,11.11
241,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago and it was a fantastic experience. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,52.097692,79.34,13.46,9.62
242,"""The Millennium Knickerbocker Hotel Chicago exceeded all my expectations. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel.""",chatGPT,chatGPT,41.675152,81.21,9.76,17.07
243,"""I had a wonderful stay at the Millennium Knickerbocker Hotel Chicago. The hotel is in a prime location, close to all the main attractions. The room was comfortable and clean, and the staff were incredibly friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,57.233636,71.44,15.91,11.36
244,"""The Millennium Knickerbocker Hotel Chicago is a top-notch hotel in every way. The room was spacious, clean, and well-appointed, and the staff were incredibly friendly and helpful. The location is also perfect, right in the heart of the city, with easy access to all the main attractions. I highly recommend this hotel.""",chatGPT,chatGPT,56.8325,91.94,7.69,9.62
245,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,26.236259,56.86,6.12,12.24
246,"""The Millennium Knickerbocker Hotel Chicago is an exceptional hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,41.3175,36.02,10.64,14.89
247,"""I had a great stay at the Millennium Knickerbocker Hotel Chicago. The hotel is located in a prime spot, close to all the main attractions. The room was comfortable and clean, and the staff were friendly and attentive. I would definitely recommend this hotel.""",chatGPT,chatGPT,61.079091,81.89,18.18,11.36
248,"""The Millennium Knickerbocker Hotel Chicago is a fantastic hotel with a great location. The room was comfortable, clean, and well-appointed, and the staff were friendly and attentive. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely recommend this hotel.""",chatGPT,chatGPT,41.90875,47.48,15.22,15.22
249,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago and it was an amazing experience. The location is perfect, close to all the main attractions and the room was spacious, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I would definitely recommend this hotel.""",chatGPT,chatGPT,50.470769,52.65,15.69,11.76
250,"""I had a wonderful stay at the Millennium Knickerbocker Hotel Chicago. The location is perfect, close to all the main attractions and the room was comfortable, clean and well-appointed. The staff were friendly and attentive, making my stay an enjoyable one. I would definitely stay here again.""",chatGPT,chatGPT,53.655,67.32,19.15,12.77
251,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel.""",chatGPT,chatGPT,43.70875,77.99,8.51,17.02
252,"""The Millennium Knickerbocker Hotel Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience.""",chatGPT,chatGPT,53.655,89.52,14.58,8.33
253,"""I had a fantastic stay at the Millennium Knickerbocker Hotel Chicago. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. I would definitely stay here again.""",chatGPT,chatGPT,57.233636,76.62,13.95,4.65
254,"""The Millennium Knickerbocker Hotel Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I highly recommend this hotel.""",chatGPT,chatGPT,45.50875,46.31,8.89,13.33
